Tipo,Inep,Nome,AbreviacaoNome,Telefone
NI                                                                                        ,43106587,ESC EST ENS MED ITÁLIA                                  ,ITALIA                        ,33484533
NI                                                                                        ,43106595,ESC EST ENS MEDIO JAPAO                                 ,JAPAO                         ,33345666
NI                                                                                        ,43106609,ESC EST DE ENS FUND ERICO VERISSIMO                     ,ÉRICO EST                     ,3861155
NI                                                                                        ,43106617,ESC EST DE ENS FUND JERONIMO DE ALBUQUERQUE             ,JERONIMO DE ALB               ,33156810
NI                                                                                        ,43106625,ESC EST DE ENS FUND JERÔNIMO DE ORNELAS                 ,JERONIMO DE ORN               ,33398335
NI                                                                                        ,43106633,ESC EST ENS MEDIO PROFESSOR JULIO GRAU                  ,JULIO GRAU                    ,33429858
NI                                                                                        ,43106641,ESC EST ENS FUNDAMENTAL PROF. EDGAR LUIZ SCHNEIDER      ,EDGAR LUIZ                    ,33360022
NI                                                                                        ,43106650,ESC EST ENS FUND DR HEROPHILO CARVALHO DE AZAMBUJA      ,HEROPHILO                     ,33867155
NI                                                                                        ,43106668,ESC EST ENS FUN PROFª LEOPOLDA BARNEWITZ                ,LEOPOLDA BARNEW               ,32283682
NI                                                                                        ,43106676,ESC EST DE ENS FUND PROFº LEOPOLDO TIETBOHL             ,TIETBOHL                      ,33310128
NI                                                                                        ,43106684,ESC EST DE ENS FUN  LUCIANA DE ABREU                    ,LUCIANA DE ABRE               ,32232220
NI                                                                                        ,43106692,EEEF LUIZ GAMA                                          ,LUIZ GAMA                     ,32461988
NI                                                                                        ,43106706,ESC EST ENS FUND MACHADO DE ASSIS                       ,MACHADO DE ASSI               ,32417271
NI                                                                                        ,43106714,ESC EST ENS FUND MADRE MARIA SELIMA                     ,MADRE MARIA SEL               ,33394549
NI                                                                                        ,43106722,ESC EST ENS FUNDAMENTAL MAJOR MIGUEL JOSE PEREIRA       ,MAJOS MIGUEL                  ,33648244
NI                                                                                        ,43106730,ESC EST DE ENS FUND MARECHAL MALLET                     ,MARECHAL MALLET               ,33344645
NI                                                                                        ,43106749,ESC EST DE ENS FUNDAMENTAL MARIA ALTINA ARAUJO          ,MARIA ALTINA                  ,32642948
NI                                                                                        ,43106757,ESC EST DE ENS FUNDAMENTAL MARIA JOSE MABILDE           ,MARIA JOSE                    ,32116332
NI                                                                                        ,43106765,ESC EST DE ENS MEDIO MARIZ E BARROS                     ,MARIZ E BARROS                ,33871444
NI                                                                                        ,43106773,ESC ESC EST ENS FUND MATIAS DE ALBUQUERQUE              ,MATIAS                        ,32647148
NI                                                                                        ,43106781,ESC EST ENS FUN MEDIANEIRA                              ,MEDIANEIRA                    ,32234496
NI                                                                                        ,43106790,ESC EST DE EDUC BASICA MONSENHOR LEOPOLDO HOFF          ,MONSENHOR LEOPO               ,33818551
NI                                                                                        ,43106803,ESC EST ENS FUND MONS. ROBERTO LANDELL DE MOURA         ,ROBERTO LANDELL               ,32681021
NI                                                                                        ,43106811,E.E.E.F MONTE LIBANO                                    ,MONTE LIBANO                  ,32469874
NI                                                                                        ,43106820,ESC EST DE ENS FUND NOSSA SENHORA DA CONCEICAO          ,SENHORA DA CONC               ,32509018
NI                                                                                        ,43106838,ESC EST DE ENS FUND PROF MARIA THEREZA DA SILVEIRA      ,MARIA THEREZA                 ,33307824
NI                                                                                        ,43106846,ESC EST DE ENS FUND NEHYTA MARTINS RAMOS                ,NEHYTA                        ,32599113
NI                                                                                        ,43106854,ESC EST ENS FUND PROFª AURORA PEIXOTO DE AZEVEDO        ,AURORA PEIXOTO                ,33648655
NI                                                                                        ,43106862,ESC EST ENS FUN OLEGARIO MARIANO                        ,OLEGARIO                      ,32220960
NI                                                                                        ,43106870,ESC EST ENS FUND  OSCAR SCHMITT                         ,OSCAR SCHMITT                 ,30191678
NI                                                                                        ,43106889,ESC EST DE ENSINO FUND OSORIO DUQUE ESTRADA             ,OSORIO                        ,32684112
NI                                                                                        ,43106897,ESC EST DE ENS FUNDAMENTAL OTAVIO MANGABEIRA            ,OTAVIO                        ,32427144
NI                                                                                        ,43106900,ESC EST DE ENSINO FUNDAMENTAL OTHELO ROSA               ,OTHELO                        ,33125178
NI                                                                                        ,43106919,ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL PADRE LEO         ,PADRE LEO                     ,33661088
NI                                                                                        ,43106927,ESC EST DE ENS FUNDAMENTAL MARIA CRISTINA CHIKÁ         ,MARIA CRISTINA                ,33198365
NI                                                                                        ,43106935,ESC EST DE ENSINO FUNDAMENTAL CIEP PARAIBA              ,CIEP PARAIBA                  ,32482107
NI                                                                                        ,43106943,COLEGIO ESTADUAL PARANA                                 ,PARANA                        ,32495889
NI                                                                                        ,43106951,ESC EST DE ENSINO FUNDAMENTAL VICENTE DA FONTOURA       ,VICENTE DA FONT               ,32482287
NI                                                                                        ,43106960,ESC EST DE ENSINO FUND PAULINA MORESCO                  ,PAULINA MORESCO               ,32453888
NI                                                                                        ,43106978,ESC EST ENS FUND PADRE THEODORO AMSTAD                  ,PADRE THEODORO                ,33416002
NI                                                                                        ,43106986,ESC EST DE ENS FUNDAMENTAL PEDRO AMERICO                ,PEDRO AMERICO                 ,32456197
NI                                                                                        ,43106994,ESC EST DE ENSINO FUNDAMENTAL PEDRO SIRANGELO           ,PEDRO SIRANGELO               ,32415648
NI                                                                                        ,43107001,ESC EST DE ENSINO FUNDAMENTAL PIAUI-CAIC                ,PIAUI-CAIC                    ,32662033
NI                                                                                        ,43107010,EEEF JOSE GOMES VASCONCELOS JARDIM                      ,JOSE GOMES                    ,32117645
NI                                                                                        ,43107028,ESC EST DE ENS FUND PLACIDO DE CASTRO                   ,PLACIDO DE CAST               ,33431503
NI                                                                                        ,43107036,ESC EST DE ENS FUND  PORTO ALEGRE                       ,PORTO ALEGRE                  ,33877988
NI                                                                                        ,43107044,ESC EST DE ENS FUND SIMOES LOPES NETO                   ,SIMOES LOPES NE               ,3155515
NI                                                                                        ,43107052,ESC EST ENS FUND GENOVEVA DA COSTA BERNARDES            ,GENOVEVA                      ,32585878
NI                                                                                        ,43107060,ESC EST ENS FUND PROF AFONSO GUERREIRO LIMA             ,AFONSO GUERREIR               ,32320122
NI                                                                                        ,43107079,ESC EST ENS MEDIO PROFESSOR ALCIDES CUNHA               ,PROFESSOR ALCID               ,33861032
NI                                                                                        ,43107087,ESC EST ENS FUND AURELIO REIS                           ,AURELIO REIS                  ,33615210
NI                                                                                        ,43107095,ESC EST ENS FUND PROFº CARLOS RODRIGUES DA SILVA        ,CARLOS RODRIGUE               ,33419754
NI                                                                                        ,43107109,ESC EST DE ENS FUND PROFESSOR ERNESTO TOCCHETTO         ,ERNESTO TOCCIET               ,33615118
NI                                                                                        ,43107117,ESC EST DE ENS FUNDAMENTAL PROFESSOR IVO CORSEUIL       ,IVO CORSESUIL                 ,33346216
NI                                                                                        ,43107125,ESC EST DE ENS MEDIO PROFESSOR SARMENTO LEITE           ,SARMENTO LEITE                ,33452445
NI                                                                                        ,43107133,ESC EST DE ENS FUND PROF  VIOLETA MAGALHAES             ,VIOLETA                       ,32498140
NI                                                                                        ,43107141,ESC EST DE ENS FUNDAMENTAL PROFESSORES LANGENDONCK      ,LANGENDONCK                   ,32488576
NI                                                                                        ,43107150,ESC EST ENS FUNDAMENTAL RAFAEL PINTO BANDEIRA           ,RAFAEL PINTO                  ,32410047
NI                                                                                        ,43107168,ESC EST DE ENS FUN RIO DE JANEIRO                       ,RIO DE JANEIRO                ,32248271
NI                                                                                        ,43107176,ESC EST DE ENS FUNDAMENTAL ROQUE CALLAGE                ,ROQUE CALLAGE                 ,3314055
NI                                                                                        ,43107184,ESC EST ENS MÉDIO ROQUE GONZALES                        ,ROQUE GONZALES                ,32495727
NI                                                                                        ,43107192,ESC EST ENS FUND WILLIAM RICHARD SCHISLER               ,WILLIAM RICHARD               ,32337511
NI                                                                                        ,43107206,ESC EST DE ENS FUNDAMENTAL SANTA RITA DE CASSIA         ,SANTA RITA                    ,32311235
NI                                                                                        ,43107214,ESC EST DE ENS MEDIO SANTA ROSA                         ,SANTA ROSA                    ,33670443
NI                                                                                        ,43107222,ESC EST DE ENS FUND SAO CAETANO                         ,SAO CAETANO                   ,4463538
NI                                                                                        ,43107230,ESC EST DE ENSINO FUNDAMENTAL SOLIMOES                  ,SOLIMOES                      ,33193437
NI                                                                                        ,43107257,ESC EST ENS FUNDAMENTAL TENENTE C TRAVASSOS ALVES       ,TENENTE C                     ,33392992
NI                                                                                        ,43107265,ESC EST ENS FUND URUGUAI                                ,URUGUAI                       ,3322253
NI                                                                                        ,43107273,ESC EST DE ENS FUND  VENEZUELA                          ,VENEZUELA                     ,32231128
NI                                                                                        ,43107281,ESC EST DE ENSINO FUNDAMENTAL VERA CRUZ                 ,VERA CRUZ                     ,33363043
NI                                                                                        ,43107290,ESC EST ENS FUND ALDO LOCATELLI                         ,ALDO LOCATELLI                ,33814599
NI                                                                                        ,43107303,ESC EST DE ENS FUNDAMENTAL DANILO ANTONIO ZAFFARI       ,DANILO ANTONIO                ,33743524
NI                                                                                        ,43107311,ESC EST ENS FUN ITAMARATI                               ,ITAMARATI                     ,33484862
NI                                                                                        ,43107320,ESC EST DE ENS MEDIO JOSE DO PATROCINIO                 ,JOSE DO PATROCI               ,32507189
NI                                                                                        ,43107338,ESC EST DE ENSINO FUNDAMENTAL SANTA LUZIA               ,SANTA LUZIA                   ,32192499
NI                                                                                        ,43107346,ESC EST DE ENS FUNDAMENTAL VISCONDE DE PELOTAS          ,VISCONDE DE PEL               ,33321238
NI                                                                                        ,43107354,EEEM VISCONDE DO RIO GRANDE                             ,VISCONDE DO RIO               ,32495848
NI                                                                                        ,43107362,COLÉGIO MARISTA ASSUNCAO                                ,MARISTA ASSUNCA               ,3367402
NI                                                                                        ,43107370,COLEGIO SALESIANO DOM BOSCO                             ,SALESIANO DOM B               ,33379833
NI                                                                                        ,43107389,COL VICENTINO SANTA CECILIA- ENS INF FUND E MED         ,VICENTINO                     ,33161000
NI                                                                                        ,43107397,ESC DE EDUCUÇAO BASICA DON LUIS GUANELLA                ,GUANELLA                      ,33489733
NI                                                                                        ,43107400,ESC DE EDUCAÇAO BASICA MAE ADMIRAVEL                    ,MAE ADMIRAVEL                 ,32218347
NI                                                                                        ,43107419,COLEGIO MAE DE DEUS                                     ,MAE DE DEUS                   ,32685525
NI                                                                                        ,43107427,ESC FUNDAMENTAL MENINO DEUS                             ,MENINO DEUS                   ,32331424
NI                                                                                        ,43107435,COLEGIO NOSSA SRA DE LOURDES                            ,SRA DE LOURDES                ,32191299
NI                                                                                        ,43107443,ESC DE ENS FUND PAO DOS POBRES                          ,PAO DOS POBRES                ,32266988
NI                                                                                        ,43107451,COLEGIO SANTA FAMILIA                                   ,SANTA FAMILIA                 ,33429797
NI                                                                                        ,43107460,ESC ENS MEDIO SAO LUIZ                                  ,SAO LUIZ                      ,33364091
NI                                                                                        ,43107478,ESC EST DE ENS FUNDAMENTAL DECIO MARTINS COSTA          ,DECIO MARTINS                 ,33656675
NI                                                                                        ,43107486,ESC EST DE ENS FUNDAMENTAL SAO FRANCISCO DE ASSIS       ,SAO FRANCISCO D               ,32237519
NI                                                                                        ,43107494,CENTRO DE ENSINO MÉDIO PASTOR DOHMS                     ,PASTOR DOHMS                  ,33422122
NI                                                                                        ,43107524,COLEGIO METODISTA AMERICANO                             ,AMERICANO                     ,33161100
NI                                                                                        ,43107559,INSTITUTO SANTA LUZIA                                   ,SANTA LUZIA                   ,32491299
NI                                                                                        ,43107567,COLÉGIO LUTERANO DA PAZ                                 ,DA PAZ                        ,33644908
NI                                                                                        ,43107575,INST EDUCAC JOAO XXIII-ESC DE 1 E 2 GRAUS               ,JOAO XXIII                    ,32355000
NI                                                                                        ,43107583,CENT EST FORMAÇÃO DE PROF GENERAL FLORES DA CUNHA       ,GENERAL FLORES                ,33110956
NI                                                                                        ,43107591,ESCOLA TECNICA JOSE CESAR DE MESQUITA                   ,JOSE CESAR DE M               ,33403110
NI                                                                                        ,43107605,COLEGIO KENNEDY                                         ,KENNEDY                       ,33641142
NI                                                                                        ,43107613,INST.VICENTE PALLOTTI-ESC  ED INF ENS FUND MÉDIO        ,PALLOTI                       ,33413055
NI                                                                                        ,43107621,PIA INS PEDRO C BARCELOS - ESC FRAN DE ENS FUND         ,PEDRO C BARCELO               ,33311453
NI                                                                                        ,43107648,JARD D INFANCIA MARGARIDA LTDA                          ,MARGARIDA                     ,91760972
NI                                                                                        ,43107656,ESCOLA DE EDUCAÇÃO INFANTIL MEU CANTINHO                ,CANTINHO                      ,33368542
NI                                                                                        ,43107753,ESCOLA INFANTIL GATO DE BOTAS E PEQUENO POLEGAR         ,GATO DE BOTAS E               ,33664206
NI                                                                                        ,43107761,ESCOLA DE EDUCAÇÃO INFANTIL TUNEL DO TEMPO LTDA         ,TUNEL                         ,32122353
NI                                                                                        ,43107800,ESC ADVENTISTA DE ENS FUNDAMENTAL DO PARTENON           ,DO PARTENON                   ,3392020
NI                                                                                        ,43107818,COLEGIO SAINT EXUPERY                                   ,SAINT EXUPERY                 ,32685809
NI                                                                                        ,43107826,ESC EST DE ENS FUNDAMENTAL OSWALDO VERGARA              ,OSWALDO                       ,3744433
NI                                                                                        ,43107850,ESC EST ENS FUNDAMENTAL SENADOR PASQUALINI              ,SENADOR PASQUAL               ,32333402
NI                                                                                        ,43107877,INST DE EDUCACAO SAO FRANCISCO                          ,SAO FRANCISCO                 ,33663800
NI                                                                                        ,43107885,ESC EST DE ENS FUND TRES DE OUTUBRO                     ,TRES DE OUTUBRO               ,32681937
NI                                                                                        ,43107923,ESC EST DE ENS FUNDAMENTAL CORONEL APARICIO BORGES      ,CORONEL APARICI               ,33362899
NI                                                                                        ,43107931,ESC EST DE ENS FUNDAMENTAL SOUZA LOBO                   ,SOUZA LOBO                    ,33423631
NI                                                                                        ,43107940,ESC EST ENS FUND BENJAMIN CONSTANT                      ,BENJAMIN                      ,33423200
NI                                                                                        ,43107966,ESC EST DE ENS FUND PROFESSOR SYLVIO TORRES             ,SYLVIO TORRES                 ,33197678
NI                                                                                        ,43107974,ESC DE ENS FUND SAO VICENTE MARTIR                      ,VICENTE                       ,32683596
NI                                                                                        ,43107982,COLÉGIO ESTADUAL DE ENSINO MÉDIO RAUL PILLA             ,RAUL PILLA                    ,32501364
NI                                                                                        ,43107990,EEEM REPUBLICA ARGENTINA                                ,JARDIM LINDOIA                ,33476444
NI                                                                                        ,43108008,COLEGIO ESTADUAL INACIO MONTANHA                        ,INACIO MONTANHA               ,32231942
NI                                                                                        ,43108016,COLÉGIO ESTADUAL MARECHAL FLORIANO PEIXOTO              ,MARECHAL FLORIA               ,32254476
NI                                                                                        ,43108024,COLEGIO ESTADUAL PIRATINI                               ,PIRATINI                      ,33324612
NI                                                                                        ,43108032,COL EST PRESIDENTE ARTHUR DA COSTA E SILVA              ,ARTHUR COSTA E                ,33406143
NI                                                                                        ,43108040,INSTITUTO  EST RIO BRANCO                               ,RIO BRANCO                    ,33312630
NI                                                                                        ,43108059,ESC EST DE ENSINO MÉDIO SANTOS DUMONT                   ,SANTOS DUMONT                 ,32681241
NI                                                                                        ,43108067,INSTITUTO EST DE EDUCAÇÃO PAULO DA GAMA                 ,PAULO DA GAMA                 ,33360611
NI                                                                                        ,43108083,COLEGIO ESTADUAL ODILA GAY DA FONSECA                   ,ODILA GAY                     ,32482300
NI                                                                                        ,43108091,COLEGIO ESTADUAL DR GLICERIO ALVES                      ,GLICERIO ALVES                ,32591000
NI                                                                                        ,43108105,CENTRO DE ENSINO MEDIO TIRADENTES                       ,TIRADENTES                    ,32884265
NI                                                                                        ,43108113,COLEGIO ESTADUAL FLORINDA TUBINO SAMPAIO                ,FLORINDO TUBINO               ,33312037
NI                                                                                        ,43108130,COLEGIO  A C M CENTRO                                   ,ACM                           ,32136000
NI                                                                                        ,43108148,BERÇÁRIO CRECHE E RECREAÇÃO CISNE BRANCO LTDA           ,CISNE BRANCO                  ,32334534
NI                                                                                        ,43108156,ESCOLA FUNDAMENTAL ACM ZONA NORTE                       ,ACM ZONA NORTE                ,33417265
NI                                                                                        ,43108164,COLEGIO MARISTA NOSSA SRA DO ROSARIO                    ,ROSARIO                       ,32841200
NI                                                                                        ,43108172,ESC EST ENS FUND PROFª OLINTHO DE OLIVEIRA              ,OLINTHO DE OLIV               ,32283674
NI                                                                                        ,43108180,COLÉGIO EST  RUBEN BERTA                                ,RUBEM BERTA                   ,33342109
NI                                                                                        ,43108202,COLEGIO ESTADUAL FRANCISCO A VIEIRA CALDAS JR           ,VIEIRA CALDAS                 ,33364878
NI                                                                                        ,43108210,ESC EST ENS FUND PROFª  LEA ROSA CECCHINI BRUM          ,LEA ROSA                      ,33381286
NI                                                                                        ,43108229,ESC EST DE ENSINO FUNDAMENTAL CIDADE JARDIM             ,CIDADE JARDIM                 ,32497546
NI                                                                                        ,43108237,COLEGIO EST PAULA SOARES                                ,PAULA SOARES                  ,32218622
NI                                                                                        ,43108245,ESC EST ENS FUND LIONS CLUB PORTO ALEGRE FARRAPOS       ,LIONS                         ,33741220
NI                                                                                        ,43108253,CRECHE E BERÇÁRIO BEM ME QUER ALEGRE                    ,BEM ME QUE ALEG               ,32223589
NI                                                                                        ,43108296,GENTE MIUDA ESC. MATERNAL E JARDIM  INFANTIL LTDA       ,GENTE MIUDA                   ,3336820
NI                                                                                        ,43108300,ESC EST ENS FUN HELENA LITWIN SCHNEIDER                 ,HELENA LITWIN                 ,3480300
NI                                                                                        ,43108318,ESC EST ENS MEDIO BALTAZAR DE OLIVEIRA GARCIA           ,BALTAZAR D EOLI               ,3686368
NI                                                                                        ,43108326,ESC EST DE ENSINO FUNDAMENTAL LIDIA MOSCHETTI           ,LIDIA MOSCHETTI               ,33403821
NI                                                                                        ,43108334,ESC EST ENS FUN TOYAMA                                  ,FUN TOYAMA                    ,33381158
NI                                                                                        ,43108342,ESC EST E NS FUND MINISTRO POTY MEDEIROS                ,POTY MEDEIROS                 ,33686387
NI                                                                                        ,43108350,ESC EST ENS FUNDAMENTAL PONCHO VERDE                    ,PONCHOO VERDE                 ,33669625
NI                                                                                        ,43108377,COLEGIO LUTERANO SÁO PAULO                              ,SAO PAULO                     ,33674802
NI                                                                                        ,43108385,ESC EST ENS FUN PROFª MARIETA DA CUNHA SILVA            ,MARIETE DA CUNH               ,33670757
NI                                                                                        ,43108393,ESC EST DE ENS FUND BRIGADEIRO EDUARDO GOMES            ,BRIGADEIRO EDUA               ,33713548
NI                                                                                        ,43108415,GREMIO NAUTICO UNIAO ESC MAT E JD INF                   ,GREMIO NAUTICO                ,33462232
NI                                                                                        ,43108423,COLEGIO PROVINCIA DE SAO PEDRO                          ,PROVINCIA SAO P               ,3282810
NI                                                                                        ,43108466,ESCOLA DE ED. INFANTIL TARTARUGUINHA VERDE              ,TARTATUGUINHA                 ,32334200
NI                                                                                        ,43108474,EEEF VINTE DE SETEMBRO                                  ,VINTE DE SETEMB               ,33681292
NI                                                                                        ,43108482,COLEGIO EST PROFESSOR OTAVIO DE SOUZA                   ,OTAVIO DE SOUZA               ,33360769
NI                                                                                        ,43108490,ESC EST ENS FUND BENTO GONCALVES                        ,BENTO GONÇALVES               ,33668407
NI                                                                                        ,43108539,ESCOLA DE EDUCAÇÃO INFANTIL PATOTINHA                   ,PATOTINHA                     ,33474528
NI                                                                                        ,43108547,ESC EST ENS FUN DAVID CANABARRO                         ,DAVID CANABARRO               ,33471742
NI                                                                                        ,43108580,CASA DA CRIANCA NOSSA SENHORA AUXILIADORA               ,CASA DA CRIANÇA               ,33329521
NI                                                                                        ,43108610,ESC. MAT. E JARDIM DE INF. BATATINHA QUANDO NASCE       ,BATATINHA                     ,33883110
NI                                                                                        ,43108628,INSTITUIÇÃO DE EDUC INF CEJUQUINHA                      ,CEJUQUINHA                    ,32247539
NI                                                                                        ,43108687,ESC MAT E J INF ESQUILO TRAVESSO                        ,ESQUILO                       ,33312050
NI                                                                                        ,43108709,COLÉGIO ESTADUAL ELPÍDIO FERREIRA PAES                  ,ELPIDIO                       ,32492587
NI                                                                                        ,43108717,COLÉGIO ESTADUAL CÔNEGO PAULO DE NADAL                  ,CONEGO                        ,32486533
NI                                                                                        ,43108725,ESC EST DE ENSINO FUND ONOFRE PIRES                     ,ONOFRE                        ,33195333
NI                                                                                        ,43108733,COLEGIO ESTADUAL CORONEL AFONSO EMILIO MASSOT           ,AFONSO EMILIO M               ,2239054
NI                                                                                        ,43108741,COLÉGIO EST GENERAL ALVARO  ALVES DA SILVA BRAGA        ,ALVARO ALVES                  ,2329138
NI                                                                                        ,43108750,ESC EST DE ENSINO MÉDIO OTAVIO ROCHA                    ,OTAVIO ROCHA                  ,33360112
NI                                                                                        ,43108768,ESC EST DE EDUCAÇAO BASICA PRESIDENTE ROOSEVELT         ,PRESIDENTE ROOS               ,32333120
NI                                                                                        ,43108776,ESC EST DE ENS FUNDAMENTAL IRMAO MIGUEL DARIO           ,IRMAO MIGUEL                  ,33395090
NI                                                                                        ,43108784,ESC EST DE ENSINO FUNDAMENTAL PAUL HARRIS               ,PAUL HARRIS                   ,32493799
NI                                                                                        ,43108792,ESC EST ENS FUND PROF THEREZA NORONHA CARVALHO          ,THEREZA NORONHA               ,33193419
NI                                                                                        ,43108806,ESC EST DE ENS FUNDAMENTAL TANCREDO NEVES               ,TANCREDO                      ,32463167
NI                                                                                        ,43108822,ESC MAT E J INF PATO                                    ,PATO                          ,32334232
NI                                                                                        ,43108830,ESC ESTADUAL DE ENSINO FUND ANITA GARIBALDI             ,ANITA GARIBALDI               ,33545167
NI                                                                                        ,43108849,E FUND LA SALLE ESMERALDA                               ,SALLE ESMERALDA               ,33196344
NI                                                                                        ,43108873,ASSOC. BENEFIC. SANTA ZITA DE LUCCA                     ,ZITA                          ,33361880
NI                                                                                        ,43108881,ESC MAT E J INF TIO CHICO                               ,TIO CHICO                     ,32884287
NI                                                                                        ,43108903,ESC EST DE ENS MEDIO PRESIDENTE COSTA E SILVA           ,COSTA E SILVA                 ,32176790
NI                                                                                        ,43108911,COLEGIO EST ENG  ILDO MENEGHETTI                        ,ILDO MENEGHETTI               ,32501147
NI                                                                                        ,43108938,ESC MAT E J INF MELADINHO LTDA                          ,MELADINHO                     ,32314040
NI                                                                                        ,43108946,ESCOLA DE EDUCAÇÃO INFANTIL PIAZITO                     ,PIAZITO                       ,32321051
NI                                                                                        ,43108954,ESC EST ENS FUND LUIZ DE AZAMBUJA SOARES                ,LUIZ DE AZAMBUJ               ,33849389
NI                                                                                        ,43108962,COLÉGIO ESTADUAL  PADRE RAMBO                           ,PADRE RAMBO                   ,33363066
NI                                                                                        ,43108970,ESC EST ENS FUNDAMENTAL MAURICIO SIROTSKI SOBRINHO      ,MAURICIO SIROSK               ,33154746
NI                                                                                        ,43109047,ESC MAT E J INF TAGARELA                                ,TAGARELA                      ,32230421
NI                                                                                        ,43109110,ESC EST DE ENS FUND VILA CRUZEIRO DO SUL                ,VILA CRUZEIRO D               ,32665137
NI                                                                                        ,43109136,ESCOLA PAN AMERICANA DE EDUC BÁSICA                     ,PAN AMERICANA                 ,33345866
NI                                                                                        ,43109152,COLEGIO SAO JOSE DO MURIALDO - ESC DE 1 E 2G            ,SAO JOSE DO MUR               ,33361744
NI                                                                                        ,43109160,ESC DE 1 GRAU BEIT CHABAD                               ,BEIT CHABAD                   ,33324110
NI                                                                                        ,43109179,ESC EST DE ENS FUNDAMENTAL JOSE GARIBALDI               ,JOSE GARIBALDI                ,33742774
NI                                                                                        ,43109187,COLÉGIO EST PROF. ELMANO LAUFFER LEAL                   ,ELMANO LAUFFER                ,33475991
NI                                                                                        ,43109241,ESC EST ENS FUN VILA JARDIM RENASCENCA                  ,RENASCENÇA                    ,33158012
NI                                                                                        ,43109250,ESC EST DE ENS FUND JARDIM VILA NOVA                    ,JARDIM VILA NOV               ,32487919
NI                                                                                        ,43109268,EEEF MINISTRO SALGADO FILHO                             ,SALAGADO FILHO                ,33864407
NI                                                                                        ,43109276,ESC DE ENS FUND AMIGOS DO VERDE                         ,AMIGOS DO VERDE               ,33377630
NI                                                                                        ,43109284,ESC DE EDUC INF E ENS FUND NO BAIRRO CAVALHADA          ,BAIRRO CAVALHAD               ,32413100
NI                                                                                        ,43109314,ESC EST TÉC SAÚDE HOSP. CLÍNICAS POA                    ,CLINICAS                      ,33331854
NI                                                                                        ,43109330,COLEGIO MONTEIRO LOBATO - ESC DE EDUC BASICA            ,MONTEIRO LOBATO               ,33285035
NI                                                                                        ,43109349,EEF SAO LUCAS                                           ,SAO LUCAS                     ,33416065
NI                                                                                        ,43109357,ESC EST ENS FUND AYRTON S DA SILVA-ESCOLA ABERTA        ,AYRTON SENNA                  ,32195631
NI                                                                                        ,43109365,BERC.CRE.REC. BRINCANDO E APRENDENDO                    ,BRINCANDO E APR               ,3307491
NI                                                                                        ,43109373,CENTRO DE ENSINO FUNDAMENTAL PROJETO                    ,PROJETO                       ,33317384
NI                                                                                        ,43169244,NEEJA  CULT. POPULAR  MENINO DEUS                       ,NEEJA MENINO DE               ,32216258
NI                                                                                        ,43169252,NEEJA DE CULTURA  POPULAR PAULO FREIRE                  ,NEEJA PAULO FRE               ,33379888
NI                                                                                        ,43169279,NEEJACP PRESIDIO CENTRAL                                ,NEEJACP                       ,32884460
NI                                                                                        ,43169414,COLÉGIO ESTADUAL TIRADENTES - EJA                       ,TIRADENTES                    ,33844581
NI                                                                                        ,43169481,COLEGIO JOAO PAULO I                                    ,JOAO PAULO I                  ,33432290
NI                                                                                        ,43171290,ESC EST DE ENS FUNDAMENTAL JULIO BRUNELLI               ,JULIO BRUNELLI                ,33666377
NI                                                                                        ,43171788,ESC DE ENS FUND CONSTRUCTOR                             ,CONSTRUTCTOR                  ,33407522
NI                                                                                        ,43172393,ESC ENS FUND VINICIUS DE MORAES                         ,VINICIUS DE MOR               ,32502329
NI                                                                                        ,43172415,ESC MAT E J INF JUCA TRAVESSO                           ,JUCA TRAVESSO                 ,32222207
NI                                                                                        ,43172423,COLEGIO LEONARDO DA VINCI-ALFA                          ,LEONARDO DA VIN               ,33323722
NI                                                                                        ,43172440,COLEGIO LEONARDO DA VINCI-BETA - ESCOLA DE 1 E 2 G      ,LEONARDO DA VIN               ,32491254
NI                                                                                        ,43172458,ESC DE ENS FUNDAMENTAL BORGHESI                         ,BORGHESI                      ,32464333
NI                                                                                        ,43173195,ESC EST EN FUND CIEP MANÉ GARRINCHA - CIEP ESPORTI      ,MANE GARRINCHA                ,32315134
NI                                                                                        ,43173250,ESC EST ENS FUN DR MIGUEL TOSTES                        ,MIGUEL TOSTES                 ,32487400
NI                                                                                        ,43173306,ESC EST DE ENS MEDIO CRISTOVAO COLOMBO                  ,CRISTOVAO COLOM               ,33645612
NI                                                                                        ,43173314,ESC. DE ENS. FUND.PROFESSORA ANA MARIA MONTEGGIA        ,MONTEGGIA                     ,32484164
NI                                                                                        ,43173330,COLEGIO JOAO PAULO I                                    ,COLEGIO JOAO PA               ,32482699
NI                                                                                        ,43173349,ESC 1 E 2 GRAUS CONHECER                                ,CONHECER                      ,2332207
NI                                                                                        ,43174329,ESC. ESTADUAL ESPECIAL RECANTO DA ALEGRIA               ,RECANTO DA ALEG               ,33413210
NI                                                                                        ,43174337,ESC EST ESPECIAL CRISTO REDENTOR                        ,CRISTO REDENDOR               ,33400098
NI                                                                                        ,43174345,ESC EST ESPECIAL RENASCENCA                             ,ESPECIAL RENASC               ,32219867
NI                                                                                        ,43174590,ESC DE ENS FUND DESENVOLVER                             ,DESENVOLVER                   ,32423296
NI                                                                                        ,43175449,ESC EST ENS FUN JARDIM CASCATA                          ,JARDIM CASCATA                ,33525891
